Name,Rating,Review,Description,Price_Range,Category,Location
하오카오스탠,4.7,(64),셀럽들도 자주 방문한 오리엔탈 꼬치와 요리를 소개하는 신당 BBQ핫플  :)'하오카오스탠 성북직영점' 오픈 했습니다!! 본점은 더 크고 쾌적한 곳에서 7월 초에 오픈합니다. 많이 찾아주세요,점심 영업안함 · 저녁 1 - 3만원,중식,신당
이치류 여의도점,4.6,(135),국내 최초 정통 삿포로식 양고기 징기스칸 전문점,점심 영업안함 · 저녁 3 - 4만원,양고기,여의도
우야재,4.7,(10),"다양한 전통주, 와인 정성스러운 요리&남산이 보이는 루프탑",점심 영업안함 · 저녁 1 - 4만원,요리주점,약수
팔각도 영등포점,4.3,(37),sbs 외식하는날에도 나왔던 영등포역 숯불닭갈비 맛집전문가들이 구워주고 입만 바쁘면 되는 최고의 맛집,점심 저녁 동일가 1 - 2만원,"닭,오리요리",영등포
닭장맥주 서울대입구점,4.9,(7),쌀과 견과류로 바삭함과 고소함을 살린 치킨과 다양한 안주가 있는 곳,점심 저녁 동일가 1 - 2만원,"맥주,호프",샤로수길
고우 청담점,4.6,(87),야끼토리 전문 이자카야,점심 영업안함 · 저녁 1 - 4만원,야키토리,청담
양연화로 종로직영점,4.6,(119),종각역 회식 장소로 추천하는 숙성 돼지고기 맛집,점심 저녁 동일가 1 - 6만원,돼지고기구이,종각
토리키치 압구정로데오점,0.0,0,일본식 야키토리(닭꼬치)와 쿠시카츠(꼬치튀김)가 맛있는 캐주얼 이자카야,점심 영업안함 · 저녁 1 - 3만원,기타,
103호심야식당,4.7,(6),퓨전 중식 안주를 즐기는 당산동 핫플 포차,점심 영업안함 · 저녁 1 - 2만원,중식,영등포
일월고기,3.3,(21),두툼한 삼겹살이 맛있는 방이동 먹자골목 고깃집,점심 저녁 동일가 1 - 2만원,돼지고기구이,잠실
야키토리 잔잔 합정점,4.3,(3),분위기 좋은 야키토리 맛집 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,합정
로마옥 도곡,4.5,(67),이탈리안 와인&다이닝,점심 저녁 동일가 1 - 7만원,이탈리아음식,양재
아웃닭 이대점,4.8,(3),이대에서 핫한 치킨하우스 아웃닭,점심 영업안함 · 저녁 1 - 2만원,"닭,오리요리",신촌
연남광안리,5.0,(1),신선하고 두툼한 제철숙성회와 부산식 찌개가 맛있는 연남동 숙성회 맛집,점심 영업안함 · 저녁 2 - 3만원,"회,사시미",연남
해물기와,4.6,(8),클래식 모던감성의 깔끔한 해물주점,점심 저녁 동일가 2 - 6만원,"해물,생선요리",마포
용용선생 이수점,4.2,(11),화산마라전골이 유명한 홍콩 레트로 차이니즈 주점,점심 영업안함 · 저녁 1 - 3만원,중식,이수
바 키안(Bar Kian),5.0,(1),"싱글몰트 위스키와 칵테일, 큐레이션된 LP음악이 있는 클래식 바",점심 영업안함 · 저녁 2 - 6만원,"칵테일,위스키",합정
오이시쿠,0.0,0,홍대입구역 근처에 핫한 핑크 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,홍대
우리한돈정육식당 방이본점,4.1,(14),상다리 부러져 상다리 없는 맛집 (휜 상다리도 있어요)우리한돈 정육식당입니다👉🏻 먹어보면 왜 672시간 숙성인지 알아요👉🏻 상다리 부러져 상다리 없는 푸짐한 상차림,점심 영업안함 · 저녁 1 - 4만원,돼지고기구이,방이
술로름,5.0,(1),다양한 주종과 퓨전 한식을 지향하는 요리주점,점심 영업안함 · 저녁 1 - 3만원,한식,연남
장어굽는 총각들,4.4,(8),합리적인 가격에 즐길 수 있는 장어구이 전문점,점심 저녁 동일가 2 - 3만원,장어요리,면목
남영동 양문 반포직영점,4.4,(40),시그니처 사이드메뉴와 가성비 좋은 생소갈비를 즐기는 곳,점심 저녁 동일가 1 - 3만원,소고기구이,반포
뭉텅 선유도점,4.1,(11),"특수 코팅 불판을 고집, 속지방 3cm 이상되는 고기만 선별하는 맛집",점심 영업안함 · 저녁 1 - 3만원,돼지고기구이,선유도
후문포차,4.9,(12),신논현 가성비 안주맛집,점심 영업안함 · 저녁 1 - 3만원,요리주점,논현
동식탁,5.0,(5),"전통주, 막걸리, 하이볼, 사케동 다양한 술과 요리가 있는 곳",점심 영업안함 · 저녁 1 - 2만원,전통주,용산
대봉집 신사본점,4.3,(11),가로수길 최초 냉삼집 대봉집은 급냉한 국내산 암퇘지만 고집하여 사용하고 있으면 당일 손질한 고기만 사용하고 있습니다.(전체 80석완비),점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,가로수길
제일곱창 연신내직영점,4.8,(4),왕십리에서 제일 맛있는 소곱창집. 하루하루 직접 도축한 최상의 한우곱창,점심 영업안함 · 저녁 2 - 3만원,"곱창,막창",연신내
LP바 제플린,4.3,(4),이색 데이트하기 좋은 바이닐 & 뮤직비디오 엘피바,점심 영업안함 · 저녁 2 - 4만원,"칵테일,위스키",강남
바로전집,4.9,(10),옛날 감성 느끼며 시원한 막걸리 한잔 하는 전집,점심 영업안함 · 저녁 1 - 2만원,요리주점,은평
이자카야나무 서초점 (강남역 3호점),4.3,(22),맛있는 요리와 친절한 서비스로 여러분들을 맞이하겠습니다,점심 영업안함 · 저녁 1 - 3만원,이자카야,강남
이태리키친,4.1,(12),놀라운토요일 출연 가성비 좋은 파스타 맛집,점심 저녁 동일가 1 - 3만원,이탈리아음식,역삼
무쇠김치삼겹 군자점,4.3,(13),잘 익은 김치와 노릇노릇 구워진 삼겹살의 환상 조화,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,군자
인생파곱창,4.0,(8),,점심 영업안함 · 저녁 1 - 3만원,"곱창,막창",금천
냠냠족발&보쌈강남논현본점,5.0,(3),당일 삶은 앞다리를 사용하는 가성비 좋은 족발 맛집,점심 영업안함 · 저녁 1 - 3만원,"보쌈,족발",강남
쿠히치 압구정점,4.9,(40),안주 맛집 분위기 맛집 이자카야,점심 영업안함 · 저녁 1 - 2만원,이자카야,압구정로데오
이자카야 연정,0.0,0,신선한 사시미와 수제 꼬치구이를 즐길 수 있는 소소한 공간,점심 영업안함 · 저녁 1 - 2만원,이자카야,홍대
더피자보이즈 홍대,0.0,0,저렴하고 토핑 가득 맛좋은 피자와 시원한 맥주를 즐기는 곳,점심 저녁 동일가 2 - 4만원,피자,홍대
다이닝 목로 성수점,4.7,(104),분위기 좋은 안주 맛집으로 유명한 술집,점심 영업안함 · 저녁 2 - 4만원,다이닝바,성수
낭만짚불구이 역삼점,4.3,(6),분위기 좋은 심야식당 컨셉 한식주점,점심 영업안함 · 저녁 1 - 2만원,퓨전음식,강남
모토이시 송파방이점,4.6,(12),숯불을 이용한 화로구이와 함께 즐기는 야키니쿠,점심 영업안함 · 저녁 2 - 5만원,소고기구이,방이
최애수산,5.0,(1),가격과 퀄리티를 모두 잡은 횟집,점심 영업안함 · 저녁 1 - 2만원,"회,사시미",공릉
우아한조개,4.6,(3),도심 속에서 신선한 조개구이를 저렴하게 먹을 수 있는 조개 맛집,점심 영업안함 · 저녁 1 - 3만원,"굴, 조개",시흥
낭만짚불구이 방이점,5.0,(5),방이동에 위치한 분위기 좋은 한식주점,점심 영업안함 · 저녁 1 - 3만원,요리주점,방이
월요일,0.0,0,한적한 골목 속 반전감성이 가득한 공간에서 즐기는 다양한 주류와 맛있는 음식들,점심 영업안함 · 저녁 2 - 4만원,일식,천호
김창훈주막,5.0,(2),"막걸리와 파전, 수육 등 다양한 음식과 우리 술이 있는 술맛 나는 곳",점심 영업안함 · 저녁 2 - 3만원,전통주,건대
금별맥주 도봉점,4.2,(1),사계절 내내 만족이 다른 맛있는 맥주집,점심 영업안함 · 저녁 1 - 3만원,"맥주,호프",도봉
포크댄스(Pork Dance),4.6,(4),"150,000 인분 넘게 구워 본 사장님의 비법으로, 불판 / 냄새 / 연기 없는 '다 구워다 주는' 고깃집. 그릴링 고수들의 고깃집 '포크댄스'",점심 영업안함 · 저녁 1 - 3만원,돼지고기구이,강남
79대포 방이점,5.0,(1),K소울푸드 파전&막걸리를 유니크하게 재해석한 곳,점심 영업안함 · 저녁 1 - 2만원,한식,방이
칵토,4.3,(1),호불호 없는 멕시칸 플래터맛집 칵토,점심 영업안함 · 저녁 1 - 2만원,멕시코음식,사당
부산집 서강대점,4.7,(5),아늑한 분위기의 오뎅바 & 이자카야,점심 영업안함 · 저녁 1 - 3만원,이자카야,마포
호루몬 우직 신당점,4.9,(6),"양대창 소고기를 숯불에 구워 생맥주, 하이볼과 즐기는 야끼니꾸 전문점",점심 영업안함 · 저녁 1 - 3만원,"곱창,막창",신당
화로상회 중화점,4.8,(55),대한민국 최초 참숯화로 직화구이 무한리필,점심 저녁 동일가 1.95만원,돼지고기구이,중랑
마곡관,0.0,0,강서구 핫한 맛집 퓨전포차 마곡관,점심 영업안함 · 저녁 1 - 4만원,요리주점,마곡
하노이맥주밤거리 방이점,4.9,(3),"즐거움에 취한 사람들이 찾아오는 그 곳, 하노이맥주밤거리",점심 영업안함 · 저녁 1 - 3만원,요리주점,방이
상록회관연탄구이 목동점,4.4,(6),레트로 감성 분위기 속 연탄구이로 즐기는 각종 고기와 해산물,점심 영업안함 · 저녁 1 - 2만원,"육류,고기요리",목동
오름집,4.9,(3),,점심 영업안함 · 저녁 1 - 3만원,한식,연신내
코다차야 사당점,5.0,(1),"일식, 양식, 한식을 한번에 즐기는 코다차야",점심 영업안함 · 저녁 1 - 3만원,이자카야,방배
일월껍데기,0.0,0,두툼한 삼겹살과 껍데기가 맛있는 고깃집,점심 저녁 동일가 2 - 4만원,돼지고기구이,방이
탄다 타,4.7,(1),질 좋은 고기를 푸짐하게 드리는 프리미엄 정육식당,점심 저녁 동일가 1 - 4만원,"육류,고기요리",성내
야키니쿠 진범 본점,4.7,(5),기분 좋은 공간 숯불화로 야키니쿠 진범 본점,점심 영업안함 · 저녁 1 - 4만원,"육류,고기요리",마곡
시선 잠실점,0.0,0,감성 충만 인테리어와 다양하고 맛있는 메뉴를 즐길 수 있는 곳,점심 영업안함 · 저녁 1 - 4만원,이자카야,잠실새내
고도,5.0,(4),프리미엄 1등급 국내산 돼지고기를 사용하는 프리미엄 숙성고기 전문점,점심 영업안함 · 저녁 1 - 2만원,돼지고기구이,응암
어린달,4.9,(12),100만뷰 SNS 핫플인 가성비 캐주얼다이닝[시그니처가 유명한 이 곳],점심 영업안함 · 저녁 2 - 3만원,요리주점,성수
김봉남맥주 강남본점,4.8,(2),강남구청역 최초 켈리 생맥주 도입. 살얼음 맥주 맛집,점심 영업안함 · 저녁 1 - 2만원,"맥주,호프",강남구청
문래동냉삼,0.0,0,다양한 소스들과 함께 즐기는 가성비 냉동삼겹살 맛집,점심 저녁 동일가 1 - 2만원,돼지고기구이,문래
이치류 논현역점,4.7,(163),국내 최초 정통 삿포로식 양고기 징기스칸 전문점미쉐린 가이드 8년 연속 선정 (2017~2024년)블루리본 서베이 12년 연속 선정 (2013~2024년),점심 영업안함 · 저녁 2 - 4만원,양고기,논현
현덕육회 석계점,0.0,0,매일 새벽마다 작업한 쫄깃한 생육회와 찰진 뭉티기식 육사시미,점심 영업안함 · 저녁 1 - 3만원,한식,월계
이치류 홍대본점,4.6,(64),국내 최초 정통 삿포로식 양고기 징기스칸 전문점,점심 영업안함 · 저녁 2 - 4만원,양고기,홍대
악당,4.9,(113),*가이세키풍 캐주얼 오마카세*제철 10종 숙성사시미 모리아와세*당일예약은 매장으로 문의해주세요*예약 10분전 입장을 권장합니다.,점심 영업안함 · 저녁 1 - 3만원,가이세키오마카세,건대
야끼니꾸소량 논현점,0.0,0,부드러운 소고기를 화로에 구워 먹는 야끼니꾸 고깃집,점심 영업안함 · 저녁 1 - 4만원,일식,논현
엉터리생고기 홍대점,0.0,0,질 좋은 삼겹살+된장찌개 무한리필 맛집,점심 저녁 동일가 1.58만원,돼지고기구이,홍대
고깃세 홍대직영점,5.0,(5),국내 최초 미박 슬라이스 전문점,점심 영업안함 · 저녁 1 - 2만원,"육류,고기요리",상수
곱 문래본점,4.6,(9),안질기고 부드러운 문래 곱창 맛집,점심 영업안함 · 저녁 1 - 3만원,"곱창,막창",영등포
두두,5.0,(2),막걸리 종류가 다양한 대학로 전통주점,점심 영업안함 · 저녁 1 - 3만원,전통주,혜화
뭉텅 구로디지털단지점,0.0,0,회식 모임 장소로 추천하는 육즙 가득한 주먹고기 뭉텅,점심 영업안함 · 저녁 1 - 3만원,돼지고기구이,구로
청년화로1987,0.0,0,"이베리코, 소고기, 흑돈 홍대고기집 맛집",점심 저녁 동일가 1 - 3만원,"육류,고기요리",연남
닭장맥주 발산점,4.5,(1),강서구 줄서는 맛집 요리주점,점심 영업안함 · 저녁 1 - 2만원,요리주점,마곡
숙성주당,0.0,0,제철 요리와 최고급참치를 일식기반으로 선보입니다!!,점심 영업안함 · 저녁 1 - 3만원,요리주점,
신사고집 압구정점,0.0,0,숙성 한돈 숯불 직화 전문점,주말 점심 1 - 2만원 · 저녁 1 - 2만원,"육류,고기요리",신사
상록회관 연탄구이 신림역점,0.0,0,야장 분위기에서 연탄구이를 즐길 수 있는 상록회관,점심 영업안함 · 저녁 1 - 3만원,신림,
연남어부,0.0,0,내가 고른 횟감을 바로 먹을 수 있는 횟집,점심 영업안함 · 저녁 2 - 5만원,"회,사시미",홍대
쿠시노주방,4.7,(1),일본식 수제 야키토리를 한국인 입맛에 맞게 다양한 요리로 선보이는 선술집,점심 영업안함 · 저녁 1 - 2만원,이자카야,홍대
서울꽃삼 신정네거리직영점,5.0,(1),정성스래 구워주는 숯불화로 숙성고기집,점심 영업안함 · 저녁 1 - 3만원,돼지고기구이,목동
숙성당,5.0,(1),고유의 감칠맛을 느낄수있는 최고의 숙성상태,점심 영업안함 · 저녁 3 - 4만원,일식,문래
카페 레이어드 연남점,4.9,(58),"유럽의 한 가정집의 따스함, 찰나의 스치는 런던과 파리의 빈티지한 무드를 담은 카페",픽업가 5 - 8만원,케이크,연남
진저베어 압구정 현대백화점,4.7,(41),"잠실의 파이 전문 베이커리 카페 진저베어의 2호점 다양한 미트파이와, 스윗파이, 크로와상 메뉴를 맛보실 수 있어요:)",픽업가 1 - 3만원,"카페,디저트",압구정
카페 레이어드 더현대서울점,5.0,(41),"유럽의 한 가정집의 따스함, 찰나의 스치는 런던과 파리의 빈티지한 무드를 담은 카페",픽업가 6 - 9만원,케이크,여의도
멜로드도산 롯데백화점 잠실점,4.7,(43),건강하고 좋은재료를 사용하여 건강하고 맛있고 아름다운 케이크를 만듭니다.,픽업가 5 - 6만원,케이크,잠실
카페 레이어드 안국점,4.5,(11),"유럽의 한 가정집의 따스함, 찰나의 스치는 런던과 파리의 빈티지한 무드를 담은 카페",픽업가 5 - 8만원,케이크,안국
멜로드도산 현대백화점 압구정본점,4.7,(72),건강하고 좋은재료를 사용하여 건강하고 맛있고 아름다운 케이크를 만듭니다,픽업가 5 - 6만원,케이크,압구정
멜로드도산 현대백화점 무역센터점,4.8,(106),건강하고 좋은재료를 사용하여 건강하고 맛있고 아름다운 케이크를 만듭니다,픽업가 5 - 6만원,케이크,삼성
카페 하이웨스트 익선점,4.9,"(1,088)",따스한 햇살과 함께 빈티지한 소품들이 공간 전체와 어우러진 영화 속에 들어온 듯한 공간의 카페,픽업가 5-6 만원,케이크,익선
카페시나몬,4.5,(2),촉촉하고 보드라운 다양한 맛의 시나몬롤과 케이크로 행복감을 전해드립니다.,픽업가 1- 8만원,"카페,디저트",잠실
우나하우스 현대백화점 압구정본점,4.8,(6),"생크림케이크가 달항아리가 되고, 수플레가 구름이 되는 셰프의 상상이 맛있게 담겨진 우나하우스",픽업가 3.9 - 6.2만,케이크,압구정
샘케이크,4.5,(45),"100% 쌀베이킹으로 정직하게, 건강하게!It’s a sweet escape!",픽업가 3 - 8만원,케이크,정릉
젤로샷케이크,4.7,(7),"말랑말랑 귀여운 젤리 케이크, 푸딩 디저트샵",픽업가 3 - 4만원,케이크,망원
멜로드도산 신사 아뜰리에,4.5,(62),건강하고 좋은재료를 사용하여 건강하고 맛있고 아름다운 케이크를 만듭니다.,픽업가 5 - 6만원,케이크,도산공원
펄세이플라워케이크,4.9,(6),플로리스트가 제작하는 생화케이크💗당일픽업이나 캐치테이블에 나와있는 케이크 외 다른 디자인 혹은 2단~5단 케이크 주문은 최소 일주일 전 미리 매장으로 문의주세요인스타그램: perseflowercake카카오채널:펄세이플라워,픽업가 7 - 13만원,케이크,압구정
미니마이즈,5.0,(10),NO밀가루 / NO글루텐 / NO식물성 생크림사탕수수설탕은 최소한으로만 사용하는 것을 목표로 합니다.특별한 날 좋은 재료로 만든 미니마이즈 케이크와 함께하세요💛,픽업가 6 - 8만원,케이크,이태원
디저트라인업,4.6,(10),매일 배달되는 신선한 재료로 매장에서 직접 모든 케이크 및 베이커리를 생산하고 있습니다.,픽업가 3 - 5만원,케이크,하월곡
쥬마뺄 (je m'appelle),4.9,(10),"두배의 행복, 놀람과 기쁨이 함께하는 프랑스 스타일 디저트를 즐길 수 있는 곳",픽업가 2 - 10만원,케이크,홍대
생화케이크프케르,5.0,(4),케이크에 Paris를 담다,픽업가 11 - 33만원,케이크,서대문
노워크저스트플라워,4.8,(28),특별한 날을 더욱 특별하게 만들어주는 논현역 3번 출구프리미엄 생화 케이크**매장으로 문의후 예약시 24시 픽업 가능**당일예약은 최소 2-3시간 전에 가능합니다(딸기케이크는 매장 확인후  30분 -1시간 전에도 가능합니다)@no_work_just_flower,픽업가 5 - 18만원,케이크,논현
케이크 오비브 북촌,0.0,0,꽃을 사유하는 마음으로 감각적인 케이크를 만드는 북촌 푸드 아트 스튜디오 오비브 EAUVIVE 입니다🌹,픽업가 6.8만원,케이크,북촌
케익공방 강남점,5.0,(21),레터링으로 마음을 전할 수 있는 우유생크림 수제케이크,픽업가 4 - 15만원,케이크,강남
리암스 케이커리,0.0,0,도산공원에 위치한 '리암스 케이커리'는 유러피언 감성의 다채롭고 세련된 디자인의 디저트들을 선보이는 고급 수제 케이크 하우스,픽업가 5 -9만원,케이크,도산공원
애니브,4.7,(32),일본에서 배운 기술과 캘리포니아에서 느낀 과자에 대한 생각을 재해석한 디저트,픽업가 2 - 5만원,케이크,연희
우이필드 UIFIELD,4.8,(18),우이필드만의 새로운 시도와 취향을 담은 들판으로 놀러오세요!,픽업가 1 - 3만원,케이크,경리단길
TIME AFTER TIME,4.2,(59),선물하고 싶은 디저트와 일상 속 선물같은 순간을 선사하는 오프라인 플랫폼,픽업가 4 - 5만원,"카페,디저트",성수
골든피스 GOLDEN PIECE,4.8,(87),한국의 전통 과자를 재해석한 프리미엄 약과,픽업가  2 - 6만원,"카페,디저트",한남
아후(AHOO),4.8,(10),특별한 날 선물하기 좋은 케이크와 일상의 소소하고 달콤한 행복을 주는 디저트하우스,픽업가 4 - 8만원,케이크,성수
베리베리베리머치,4.1,(8),"🍓 Berry Berry Very Much! 환상의 베리 정원입니다. 🍬 시그니쳐 라즈베리머치 홀케이크 19,900원 출시!🍓 케이크만큼이나 예쁜 포장으로 특별한 하루를 더 특별하게 만들어드리겠습니다.",픽업가 1 - 6만원,케이크,경리단길
청수당 베이커리,4.3,(29),"🎋청수당 베이커리의 약과 7종 포장 어버이날 선물세트 출시💌약과 7종 어버이날 선물세트 25,000원(가정의 달 한정 200세트) / 일반 20,000원",픽업가 2만원,"카페,디저트",익선
롯데호텔월드 델리카한스,0.0,0,소중한 분들께 드리는 특별한 명품케이크,픽업가 9.8만원,케이크,잠실
텅스페이스 성수,4.7,(10),오브제 스타일의 독창적인 디저트를 선보이는 성수동의 핫 플레이스,픽업가 1 - 7만원,케이크,성수
블루벨벳,0.0,0,고대 유럽에 온 것 같은 분위기를 자아내는 공간에서 따뜻한 파이와 커피를 판매하는 디저트 카페,픽업가 1 - 2만원,"카페,디저트",도산공원
버터컵 베이커리,0.0,0,바쁜 도심 속에 다양한 디저트과 커피를 즐길 수 있는 테라스 디저트 카페,픽업가 1 - 3만원,케이크,을지로
터틀힙 케이크,4.9,(11),"누적판매 20만개, 주문제작 케이크 전문점 터틀힙입니다.",픽업가 9천원 - 5만원,케이크,연남
케익공방 잠실점,4.7,(7),레터링으로 마음을 전할 수 있는 우유생크림 수제케이크,픽업가 4 - 15만원,케이크,석촌
디어무드 더모먼트,5.0,(1),"특별한 순간, 특별한 무드를 선물하세요",픽업가 5 - 10만원,케이크,선릉
위디프,0.0,0,건강한 재료로 만드는 글루텐프리 쌀디저트 전문점,픽업가 3 - 7만원,케이크,영등포
블룸필즈,5.0,(16),아름다운 정원을 담은 플라워 / 생화케이크 샵,픽업가 7.5 - 24만원,케이크,교대
레이네,5.0,(13),수채화 느낌이 매력적인 커스텀케이크,픽업가 2 - 7만원,케이크,이수
온에떼라,4.9,(5),독창적인 무스케익과 쁘띠갸또를 선보이는 파인 디저트 파티세리,픽업가 1 - 5만원,케이크,성수
안다즈 서울 강남 아츠,4.7,(4),"최신 트렌드의 디저트 및 페이스트리, 다양한 음료를 선보이는 라운지 카페",픽업가 6 - 8만원,케이크,압구정
콜렉티보 디타워점,0.0,0,콜렉티보 디타워점에는 맛있는 커피와 달콤한 케이크가 있습니다.,픽업가 3 - 4만원,케이크,광화문
스윗미업,5.0,(2),비비드한 컬러를 사용한 레터링케이크샵,픽업가 3.0 - 5.5만원,케이크,연남
몬드리안 블라인드 스팟,4.6,(4),최상의 맛을 자랑하는 제철 메뉴로만 구성된 화려한 비쥬얼 뿐만 아니라 황홀한 맛을 선사하는 시즌별 델리 케이크를 선보이는 곳,픽업가 4 - 7만원,케이크,이태원
주빌리,0.0,0,"소중한 기념일, 세상 단 하나뿐인 꽃케이크를 선물할 수 있는 곳",픽업가 1 - 18만원,케이크,문정
오와케이크 이대직영점,4.4,(2),100% 동물성 생크림과 생과일을 사용하는 바스크 치즈 케이크 맛집,픽업가 3 - 5만원,케이크,이대
노아베이커리 압구정점,0.0,0,건강을 전하는 노아베이커리,픽업가 3 - 5만원,케이크,압구정
미미미가든_cafe,4.1,(10),"망고빙수, 애프터눈티 세트로 유명힌 베이커리 & 디저트 카페",픽업가 4 - 8만원,케이크,청담
푸푸딩,5.0,(2),정성스럽게 만든 부드러운 신촌 커스타드 푸딩 맛집,픽업가 1 - 2만원,케이크,신촌
패션5,4.2,(8),"대한민국 최고의 원료와 기술, 열정으로 만들어 낸 찬란한 디저트의 향연",픽업가 1 - 8만원,케이크,한남
라니케이크,0.0,0,"14글자로 전하는 당신의 마음, 당일 레터링케이크!",픽업가 2 -  4만원,케이크,양재
블랑제리 더 플라자,5.0,(2),더 플라자 호텔의 모던 프렌치 베이커리&카페,픽업가 5 - 8만원,케이크,시청
레인리포트 브리티시 PICK UP,0.0,0,화이트데이만을 위한 특별한 예약예약기간 : 3월 7일~3월 11일픽업기간 : 3월 13일~3월 17일,픽업가 1만원 미만,"카페,디저트",연남
크렘드슈망,4.6,(3),"생화로 장식된, 맛있고 건강한 케이크. 동물성 생크림과 서울우유버터, 크림치즈와 마스카포네를 사용합니다. 인근에서 꽃집을 별도로 운영중인 대표가 매일 직접 사입해오는 생화로 케이크를 보다 다채롭게 장식해 드려요.",픽업가 5 - 8만원,케이크,논현
골든피스 더현대서울 팝업스토어,0.0,0,한국의 전통 과자를 재해석한 프리미엄 약과,픽업가 5.6만원,"카페,디저트",여의도
콘래드서울 플레임즈,4.2,(12),콘래드 호텔 파티셰의 개성과 자부심이 담겨있는 럭셔리한 시그니처 케이크들을 경험 해 보세요.,픽업가 6 - 8만원,케이크,여의도
얀 쿠브레 여의도점,0.0,0,"파리가 사랑하는 여우,  프랑스에서 가장 핫한 디저트 브랜드",픽업가 3 - 7만원,케이크,여의도
르와지르,0.0,0,휘낭시에 전문점,픽업가 1만원 미만,"카페,디저트",건대
잇더케이크,0.0,0,세상에 하나 뿐인 케이크로 더욱 특별한 하루를 보내세요.,픽업가 4 - 12.5만원,케이크,방배
얀 쿠브레 동교점,5.0,(1),"파리가 사랑하는 여우,  프랑스에서 가장 핫한 디저트 브랜드",픽업가 3 - 5만원,케이크,홍대
반반 케이크(vanvan cake),0.0,0,계절의 다채로운 맛과 색을 디자인하는 맞춤형 케이크,픽업가 5 - 7만원,케이크,양재
오도브 비건케이크,5.0,(7),비건쌀케이크로 유명한 글루텐프리 디저트카페,픽업가 5 - 7만원,케이크,오금
JW 메리어트 호텔 서울 파티세리 (Patisserie),0.0,0,정교한 최고급 케이크 메뉴를 만나볼 수 있는 페이스트리 부티크,케이크 6 - 11만원,"카페,디저트",반포
키킥 서울 구의,0.0,0,까눌레 전문점 키킥 서울,픽업가 1.2만원,"카페,디저트",구의
푸드떼_Pick Up,0.0,0,롯데 본점에서 푸드떼 설 선물세트 현장 구매 가능합니다.,픽업가 4 - 7만원,"카페,디저트",북촌
타르틴베이커리 도산점,5.0,(1),"ALL DAY 브런치델리, 디너와 베이커리를 함께 할 수 있는 공간",픽업가 2 -5 만원,케이크,도산공원
어글리퍼피,0.0,0,"유럽풍의 가정식 패스츄리, 디저트",픽업가 3만원,"카페,디저트",압구정로데오
서울 베이킹 컴퍼니 / JW 메리어트 동대문 스퀘어 서울,4.8,(1),"LL층에 위치한 서울 베이킹 컴퍼니는 매일 아침 갓 구운 신선한 페이스트리와 그윽한 향의 커피, 특별한 날을 위한 케이크, 초콜릿은 물론 세계 각국의 프리미엄 와인 및 치즈 등 엄선된 아이템을 제공합니다.",픽업가 7 - 9만원,케이크,동대문
까치화방 강남,0.0,0,"[Every sweet moment, luck begins!] 모든 순간에 달콤함과 행운이 스며드는 곳 cake & flower cafe",픽업가 2-9만원,케이크,강남
난로 인사이트 2024,4.3,(5),미식의 미래: 한식(HANSIK)을 말하다,점심 가격변동 · 저녁 가격변동,기타,
노티드 잠실롯데월드몰,3.9,(48),"노티드는 다양한 도넛과 케이크를 함께 즐길 수 있는 프리미엄 디저트 카페로, 시그니처인 크림이 가득한 도넛과 귀여운 패키징으로 방문해주시는 모든 고객님들께 행복을 선사합니다.",픽업가 2 - 4만원,"카페,디저트",잠실
노티드 여의도 IFC카페,4.1,(7),우유생크림 도넛이 시그니처인 프리미엄 디저트 카페,픽업가 2 - 4만원,케이크,여의도
카페 하이웨스트 익선점 (당일픽업),4.8,(103),따스한 햇살과 함께 빈티지한 소품들이 공간 전체와 어우러진 영화 속에 들어온듯한 공간의 카페,픽업가 1만원 미만,"카페,디저트",익선
유이케이크,4.9,(11),v 100% 국산쌀가루 v 100% 동물성생크림 v 서울우유버터 v 글루텐프리제품사용  🎈최상의 재료로 최고의 정성을 담아 만들어 더 맛있고 예쁜 쌀빵케이크🎂,픽업가  3 - 7만원,케이크,상왕십리
리틀바잇모어(LBM)_cakes,0.0,0,"직접 제조하는 재료의 디저트와 케이크로, 여러분들이 매일 먹는 작은 즐거움을 선사합니다. 맛있고 건강한 재료를 사용하여,여러분들의 일상을 더욱 특별하게 만들어드릴게요.",픽업가 2 - 60만원,케이크,서울숲
카페 레이어드 연남점 (당일 픽업),4.8,(28),"유럽의 한 가정집의 따스함, 찰나의 스치는 런던과 파리의 빈티지한 무드를 담은 카페",디저트 1만원 미만,"카페,디저트",연남
노티드 안국,4.6,(22),우유생크림 도넛이 시그니처인 프리미엄 디저트 카페,픽업가 2 - 4만원,케이크,안국
노티드 청담,4.7,(63),우유생크림 도넛이 시그니처인 프리미엄 디저트 카페,픽업가 2 - 4만원,케이크,도산공원
노티드 신세계백화점 강남점,0.0,0,우유생크림 도넛이 시그니처인 프리미엄 디저트 카페,픽업가 2 - 4만원,케이크,반포
레인리포트,4.8,(10),,픽업가 3.8만원,케이크,이태원
노티드 강남 카카오,4.4,(32),우유생크림 도넛이 시그니처인 프리미엄 디저트 카페,픽업가 2 - 4만원,케이크,강남
